Year,Numeric_Year,Season,District,Region,Soil_Quality,Area_Hectares,Production_Tonnes,Yield_Kg_per_Ha,Irrigation_Percent,Rainfall_mm,Temperature_Celsius,Humidity_Percent,Soil_pH,Soil_Organic_Carbon_Percent,Soil_Nitrogen_kg_per_ha,Soil_Phosphorus_kg_per_ha,Soil_Potassium_kg_per_ha,Urea_Applied_kg_per_ha,DAP_Applied_kg_per_ha,Potash_Applied_kg_per_ha,Organic_Fertilizer_kg_per_ha,Pest_Incidence,Disease_Incidence,Pesticide_Sprays,Seed_Variety,Sowing_Method,Water_Management,Weed_Management,Labor_Days_per_ha,Tractor_Hours_per_ha,Harvester_Used,Cost_of_Cultivation_Rs_per_ha,Market_Price_Rs_per_quintal,Gross_Revenue_Rs_per_ha,Net_Income_Rs_per_ha
2014-15,2014,Kharif,Udupi,Coastal,medium-low,48642,124183,2553,52,423,22.3,85,6.81,0.43,274.8,16.1,163.4,164,64,76,622,Medium,Medium,6,IR-64,Transplanting,Flood Irrigation,Mixed,95,29,No,53757,1805,46081,-7675
2014-15,2014,Rabi,Udupi,Coastal,medium-low,19639,41732,2125,52,220,30.1,78,6.85,0.75,244.2,20.7,189.3,144,88,48,1865,High,High,3,Rasi,Direct Seeding,Sprinkler,Mixed,111,18,No,51923,2396,50915,-1008
2014-15,2014,Kharif,Uttara Kannada,Coastal,medium-low,26039,67545,2594,50,769,26.5,64,7.07,0.71,162.3,11.2,233.3,160,77,58,659,Medium,High,6,Jyothi,SRI,Sprinkler,Mixed,130,23,No,48874,2250,58365,9491
2014-15,2014,Rabi,Uttara Kannada,Coastal,medium-low,24725,59859,2421,50,350,29.3,73,7.24,0.37,169.1,24.2,119.4,190,115,63,741,High,Low,5,Jyothi,Transplanting,Sprinkler,Manual,127,18,No,38615,1923,46555,7940
2014-15,2014,Kharif,Vijayapura,North,medium-low,33127,86593,2614,56,441,27.2,63,6.56,0.8,195.5,19.7,218.7,118,103,33,1124,Medium,Low,3,MTU-1010,SRI,Drip,Manual,95,32,No,37213,1845,48228,11015
2014-15,2014,Rabi,Vijayapura,North,medium-low,18873,43615,2311,56,258,27.7,70,7.17,0.54,258.0,22.1,214.3,164,108,78,1421,High,Medium,3,MTU-1010,SRI,Drip,Manual,132,27,Yes,47956,2147,49617,1661
2014-15,2014,Kharif,Yadgir,North,medium-low,39991,82621,2066,51,1086,30.9,83,6.42,0.34,174.8,10.5,194.5,198,89,65,1821,Low,High,6,BPT-5204,Transplanting,Sprinkler,Mixed,86,33,Yes,50592,2314,47807,-2784
2014-15,2014,Rabi,Yadgir,North,medium-low,29206,54323,1860,51,372,23.8,60,6.41,0.4,274.5,26.8,186.9,110,118,68,1156,Medium,High,2,Jyothi,Transplanting,Drip,Herbicide,103,28,Yes,52298,2124,39506,-12791
2015-16,2015,Kharif,Bagalkot,North,medium,33195,102074,3075,69,517,31.8,77,6.25,0.37,188.3,11.8,146.0,152,71,33,1758,Medium,Low,2,Rasi,Transplanting,Drip,Herbicide,92,25,Yes,48527,2131,65528,17001
2015-16,2015,Rabi,Bagalkot,North,medium,15233,44084,2894,69,161,22.5,67,7.13,0.59,223.9,25.0,157.8,114,84,33,1151,Medium,High,5,BPT-5204,Direct Seeding,Flood Irrigation,Herbicide,109,15,No,53155,2400,69456,16301
2015-16,2015,Kharif,Ballari,North,high,89566,367399,4102,80,1181,27.5,85,6.19,0.58,216.9,26.9,175.1,200,68,53,1606,Low,Low,6,Jyothi,SRI,Drip,Manual,80,29,No,40484,1800,73836,33352
2015-16,2015,Rabi,Ballari,North,high,22049,104710,4749,80,346,24.7,68,7.26,0.49,202.7,22.6,187.8,165,86,32,830,High,High,6,BPT-5204,Direct Seeding,Flood Irrigation,Herbicide,95,19,No,49154,2015,95692,46538
2015-16,2015,Kharif,Belagavi,North,medium-low,42226,112616,2667,58,725,30.8,70,6.95,0.79,256.2,15.5,199.3,141,93,43,1441,High,Medium,2,Rasi,Transplanting,Sprinkler,Manual,140,15,Yes,40686,2223,59287,18601
2015-16,2015,Rabi,Belagavi,North,medium-low,21574,58120,2694,58,350,29.6,77,6.12,0.74,247.7,20.8,233.9,185,106,73,752,Medium,Medium,6,IR-64,Direct Seeding,Flood Irrigation,Mixed,81,18,No,47139,1997,53799,6660
2015-16,2015,Kharif,Bengaluru Rural,South,medium,35669,90563,2539,63,1160,22.2,68,7.02,0.65,178.7,26.3,193.8,191,78,44,1511,Medium,Low,4,Jyothi,SRI,Sprinkler,Mixed,106,15,Yes,47978,1913,48571,593
2015-16,2015,Rabi,Bengaluru Rural,South,medium,28260,71045,2514,63,356,26.9,77,6.29,0.67,250.8,22.1,126.3,175,66,77,633,Low,Medium,6,MTU-1010,Transplanting,Sprinkler,Mixed,115,21,Yes,52463,2429,61065,8602
2015-16,2015,Kharif,Bidar,North,medium-low,28093,74390,2648,54,864,22.0,73,6.96,0.77,157.8,28.8,164.9,152,85,37,1892,High,Medium,5,IR-64,SRI,Flood Irrigation,Mixed,108,16,No,48764,2345,62095,13331
2015-16,2015,Rabi,Bidar,North,medium-low,19298,41760,2164,54,300,23.9,62,7.32,0.7,298.5,14.5,203.4,109,81,42,836,Medium,Medium,2,Rasi,SRI,Flood Irrigation,Manual,141,28,Yes,54416,2441,52823,-1592
2015-16,2015,Kharif,Chamarajanagar,South,medium,31310,96998,3098,60,653,23.1,67,7.44,0.72,273.2,20.4,135.5,109,106,78,695,High,Medium,6,BPT-5204,Transplanting,Flood Irrigation,Manual,128,25,Yes,39179,1863,57715,18536
2015-16,2015,Rabi,Chamarajanagar,South,medium,26822,67484,2516,60,254,28.1,73,6.1,0.64,233.9,15.9,157.2,112,102,44,1727,High,High,2,Jyothi,Direct Seeding,Drip,Herbicide,92,25,Yes,49879,2329,58597,8718
2015-16,2015,Kharif,Chikkaballapura,South,medium,31068,89506,2881,59,510,23.0,79,7.07,0.6,276.1,28.1,118.9,165,82,52,1362,Medium,High,6,Jyothi,Transplanting,Flood Irrigation,Manual,85,16,Yes,45212,2398,69086,23874
2015-16,2015,Rabi,Chikkaballapura,South,medium,19020,48691,2560,59,283,25.1,77,7.16,0.37,196.3,16.9,155.3,101,116,67,1846,High,Low,2,JGL-1798,SRI,Sprinkler,Manual,134,26,Yes,41565,2455,62848,21283
2015-16,2015,Kharif,Chikkamagaluru,South,medium,54008,162186,3003,65,470,25.4,81,6.71,0.65,220.1,23.8,227.8,172,92,69,1113,Medium,Medium,3,BPT-5204,Direct Seeding,Flood Irrigation,Herbicide,108,15,Yes,42545,2277,68378,25833
2015-16,2015,Rabi,Chikkamagaluru,South,medium,23024,62970,2735,65,346,29.3,70,7.21,0.49,210.0,26.5,101.0,101,59,52,561,High,Low,3,IR-64,Direct Seeding,Flood Irrigation,Mixed,126,16,Yes,41524,2002,54754,13230
2015-16,2015,Kharif,Chitradurga,Central,medium-low,29325,72520,2473,58,668,29.2,70,7.27,0.42,179.4,13.5,139.3,112,52,73,781,Medium,High,2,IR-64,Transplanting,Drip,Herbicide,110,26,No,40615,2339,57843,17228
2015-16,2015,Rabi,Chitradurga,Central,medium-low,26751,75865,2836,58,322,30.8,62,6.18,0.74,169.6,13.8,179.9,188,97,50,1727,Medium,High,3,BPT-5204,SRI,Sprinkler,Manual,148,24,Yes,45737,2053,58223,12486
2015-16,2015,Kharif,Dakshina Kannada,Coastal,medium-low,20200,53772,2662,55,686,30.7,76,7.45,0.74,181.4,11.6,170.6,184,58,40,1541,Medium,High,6,IR-64,Direct Seeding,Sprinkler,Herbicide,102,25,No,52218,2294,61066,8848
2015-16,2015,Rabi,Dakshina Kannada,Coastal,medium-low,24976,65861,2637,55,342,24.7,72,6.96,0.7,247.5,14.1,234.2,157,80,55,947,Medium,Medium,5,Intan,Transplanting,Drip,Herbicide,150,17,Yes,37753,2102,55429,17676
2015-16,2015,Kharif,Davanagere,Central,high,71334,325711,4566,78,635,27.8,74,6.77,0.47,217.7,18.7,155.1,163,90,47,1283,Low,Low,5,JGL-1798,Direct Seeding,Sprinkler,Manual,125,17,No,51441,2325,106159,54718
2015-16,2015,Rabi,Davanagere,Central,high,42759,183478,4291,78,241,31.3,63,6.18,0.48,231.9,16.7,201.3,132,88,77,1899,Medium,Low,6,JGL-1798,SRI,Sprinkler,Mixed,113,15,No,44235,2154,92428,48193
2015-16,2015,Kharif,Dharwad,North,medium,49052,176636,3601,67,815,30.2,84,6.98,0.54,226.9,25.2,122.4,150,79,44,1981,High,Low,5,JGL-1798,SRI,Sprinkler,Mixed,139,38,No,46162,1887,67950,21788
2015-16,2015,Rabi,Dharwad,North,medium,16407,51534,3141,67,319,29.7,82,6.63,0.52,277.9,10.6,120.8,116,89,77,519,Medium,High,4,IR-64,Transplanting,Drip,Herbicide,131,39,No,45684,2401,75415,29731
2015-16,2015,Kharif,Gadag,North,medium,19013,59947,3153,60,432,31.2,64,7.47,0.8,235.2,26.0,237.1,173,100,54,918,Medium,Low,6,Jyothi,Transplanting,Drip,Manual,122,33,No,44982,1895,59749,14767
2015-16,2015,Rabi,Gadag,North,medium,13392,33265,2484,60,383,23.8,82,6.91,0.31,179.8,28.2,157.9,126,79,48,1850,High,Low,5,BPT-5204,Direct Seeding,Sprinkler,Manual,101,25,No,47815,1960,48686,871
2015-16,2015,Kharif,Hassan,South,medium,22471,68042,3028,68,828,26.8,62,6.58,0.75,181.0,27.4,146.5,190,110,40,1736,High,Medium,6,JGL-1798,SRI,Sprinkler,Mixed,138,23,Yes,35243,1946,58924,23681
2015-16,2015,Rabi,Hassan,South,medium,19231,51731,2690,68,304,28.0,67,6.79,0.76,281.9,19.2,186.4,194,61,48,1823,Medium,Medium,4,Jyothi,SRI,Flood Irrigation,Herbicide,111,20,No,50002,2193,58991,8989
2015-16,2015,Kharif,Haveri,North,medium,54102,180267,3332,62,1115,27.7,72,7.05,0.32,282.8,13.2,232.4,168,87,72,636,High,High,3,Jyothi,Direct Seeding,Sprinkler,Manual,127,17,Yes,51528,2133,71071,19543
2015-16,2015,Rabi,Haveri,North,medium,18473,52611,2848,62,229,24.1,61,6.69,0.34,254.2,25.0,157.2,195,101,42,1312,Low,Low,4,BPT-5204,SRI,Flood Irrigation,Herbicide,139,30,No,37235,1884,53656,16421
2015-16,2015,Kharif,Kalaburagi,North,medium-low,39774,109219,2746,57,1130,31.5,64,6.71,0.44,174.2,26.8,191.0,122,87,37,1594,High,Medium,3,BPT-5204,SRI,Flood Irrigation,Mixed,114,19,No,46733,1982,54425,7692
2015-16,2015,Rabi,Kalaburagi,North,medium-low,14354,36344,2532,57,372,24.2,82,6.07,0.62,228.4,23.3,199.0,113,99,74,1131,Medium,Low,6,BPT-5204,Transplanting,Drip,Manual,111,26,Yes,41553,1893,47930,6377
2015-16,2015,Kharif,Kodagu,South,low,18729,40960,2187,48,414,25.4,66,7.02,0.33,293.8,11.9,225.3,185,71,76,842,Low,Medium,6,BPT-5204,Direct Seeding,Drip,Mixed,104,34,Yes,52750,2204,48201,-4548
2015-16,2015,Rabi,Kodagu,South,low,18851,34158,1812,48,209,23.1,70,6.26,0.5,197.4,17.8,168.8,108,85,71,1777,Medium,Low,2,JGL-1798,Direct Seeding,Drip,Mixed,143,18,Yes,43255,1897,34373,-8881
2015-16,2015,Kharif,Kolar,South,medium,41808,114972,2750,61,1046,29.0,81,7.39,0.69,169.9,13.5,214.3,188,90,72,1487,Low,Medium,2,Intan,SRI,Drip,Herbicide,145,35,Yes,51496,2401,66027,14531
2015-16,2015,Rabi,Kolar,South,medium,24742,74300,3003,61,219,22.2,84,7.35,0.45,260.7,25.1,193.0,107,67,53,1521,Medium,Low,3,Jyothi,Transplanting,Sprinkler,Manual,110,38,No,45770,1937,58168,12398
2015-16,2015,Kharif,Koppal,North,high,58180,268500,4615,85,1178,22.4,85,7.47,0.62,193.3,10.5,227.0,142,93,45,921,High,Low,3,MTU-1010,SRI,Sprinkler,Mixed,108,34,No,52087,2129,98253,46166
2015-16,2015,Rabi,Koppal,North,high,27300,118673,4347,85,103,22.6,75,6.1,0.4,245.2,12.8,130.6,111,72,67,1624,Low,Low,6,BPT-5204,Direct Seeding,Sprinkler,Herbicide,119,20,Yes,43025,2234,97111,54086
2015-16,2015,Kharif,Mandya,South,high,50139,260472,5195,90,710,24.9,74,7.45,0.4,279.4,19.6,242.7,146,100,54,843,Medium,Medium,5,Intan,SRI,Sprinkler,Herbicide,99,40,No,35649,2190,113770,78121
2015-16,2015,Rabi,Mandya,South,high,37682,189992,5042,90,253,28.0,64,6.83,0.39,207.1,16.1,142.5,171,111,34,1182,Low,High,5,JGL-1798,Transplanting,Flood Irrigation,Manual,81,31,No,51103,2214,111629,60526
2015-16,2015,Kharif,Mysuru,South,medium,34531,136086,3941,70,1160,25.7,75,6.46,0.79,160.7,27.7,248.9,115,99,66,832,Low,Medium,4,MTU-1010,SRI,Drip,Mixed,142,35,No,36890,2466,97185,60295
2015-16,2015,Rabi,Mysuru,South,medium,17945,63902,3561,70,226,24.4,61,7.38,0.48,256.0,10.6,199.9,118,83,68,1432,High,Low,4,JGL-1798,SRI,Sprinkler,Mixed,100,15,Yes,38024,2459,87564,49540
2015-16,2015,Kharif,Raichur,North,high,92453,493329,5336,82,807,29.1,62,6.78,0.39,213.4,26.6,137.9,138,114,64,1848,Medium,High,4,Rasi,Direct Seeding,Sprinkler,Manual,93,35,No,39676,2075,110722,71046
2015-16,2015,Rabi,Raichur,North,high,51362,202417,3941,82,303,29.0,60,7.48,0.71,150.2,11.4,204.4,167,103,71,1090,High,Medium,3,JGL-1798,Direct Seeding,Flood Irrigation,Mixed,97,21,No,40963,2314,91194,50231
2015-16,2015,Kharif,Ramanagara,South,medium,22452,68433,3048,66,617,23.9,61,7.12,0.7,178.8,29.7,230.7,156,63,70,840,Low,Medium,2,Jyothi,Transplanting,Drip,Manual,123,15,Yes,50659,2296,69982,19323
2015-16,2015,Rabi,Ramanagara,South,medium,24064,72625,3018,66,104,22.6,84,7.43,0.63,268.4,10.8,131.7,100,98,68,1565,Medium,Medium,5,MTU-1010,Direct Seeding,Sprinkler,Herbicide,123,26,No,45329,2045,61718,16389
2015-16,2015,Kharif,Shivamogga,Central,high,64749,309953,4787,75,787,28.1,71,7.31,0.7,150.5,27.4,160.3,117,53,68,751,High,Medium,3,IR-64,Direct Seeding,Sprinkler,Mixed,140,31,No,41158,1803,86309,45151
2015-16,2015,Rabi,Shivamogga,Central,high,46651,219026,4695,75,264,22.2,71,7.31,0.78,260.4,23.6,135.0,162,101,77,1754,Low,Medium,5,Jyothi,SRI,Sprinkler,Manual,129,24,Yes,39691,2332,109487,69796
2015-16,2015,Kharif,Tumakuru,South,medium,52733,161521,3063,64,1133,27.0,64,6.75,0.34,274.9,29.9,248.1,159,71,58,736,Medium,High,6,JGL-1798,Transplanting,Flood Irrigation,Manual,91,18,No,35957,1964,60157,24200
2015-16,2015,Rabi,Tumakuru,South,medium,16692,50760,3041,64,243,24.2,68,7.0,0.78,250.6,23.3,238.4,181,112,35,1916,Medium,Low,6,MTU-1010,SRI,Flood Irrigation,Mixed,123,27,No,53412,2247,68331,14919
2015-16,2015,Kharif,Udupi,Coastal,medium-low,50053,114120,2280,52,665,23.2,62,6.17,0.47,238.8,13.8,241.3,173,97,38,1141,Medium,High,2,IR-64,Transplanting,Sprinkler,Mixed,104,27,No,45474,2173,49544,4070
2015-16,2015,Rabi,Udupi,Coastal,medium-low,26719,63056,2360,52,164,27.2,79,6.89,0.35,151.4,27.0,147.4,137,78,61,1892,Medium,Low,6,IR-64,Transplanting,Sprinkler,Mixed,84,34,No,45121,2314,54610,9489
2015-16,2015,Kharif,Uttara Kannada,Coastal,medium-low,45316,96387,2127,50,1123,27.7,80,7.24,0.55,255.6,17.5,247.2,142,69,75,931,High,Low,2,MTU-1010,Transplanting,Drip,Mixed,130,24,Yes,35706,2361,50218,14512
2015-16,2015,Rabi,Uttara Kannada,Coastal,medium-low,18093,37380,2066,50,342,31.9,84,6.59,0.34,259.0,15.6,238.5,189,120,55,699,Low,Medium,6,MTU-1010,Transplanting,Sprinkler,Herbicide,138,35,Yes,53912,1940,40080,-13831
2015-16,2015,Kharif,Vijayapura,North,medium-low,35562,96799,2722,56,698,31.0,66,6.33,0.67,260.3,10.2,208.9,173,63,73,802,Medium,Medium,3,BPT-5204,Transplanting,Drip,Herbicide,102,16,Yes,51889,2465,67097,15208
2015-16,2015,Rabi,Vijayapura,North,medium-low,16948,40709,2402,56,176,28.3,72,6.37,0.36,209.5,16.1,189.4,122,98,79,1916,High,High,2,MTU-1010,Direct Seeding,Sprinkler,Herbicide,115,35,No,47036,1811,43500,-3535
2015-16,2015,Kharif,Yadgir,North,medium-low,22838,48644,2130,51,524,26.9,81,7.36,0.41,238.0,29.7,171.9,188,62,80,1714,Low,Medium,5,Rasi,SRI,Drip,Herbicide,96,18,No,37080,2350,50055,12975
2015-16,2015,Rabi,Yadgir,North,medium-low,13678,28956,2117,51,110,25.9,77,7.18,0.57,159.6,26.7,180.8,183,65,78,924,High,Low,3,MTU-1010,SRI,Sprinkler,Manual,80,32,No,45298,1925,40752,-4545
2016-17,2016,Kharif,Bagalkot,North,medium,19388,57504,2966,69,611,28.5,62,6.84,0.73,155.3,29.6,175.9,146,119,40,1366,High,Low,3,IR-64,Transplanting,Sprinkler,Herbicide,148,29,Yes,53909,2302,68277,14368
2016-17,2016,Rabi,Bagalkot,North,medium,24222,69129,2854,69,280,28.1,76,6.31,0.35,273.0,14.7,128.2,138,77,38,1733,High,Low,6,IR-64,Direct Seeding,Flood Irrigation,Mixed,134,17,No,43541,2190,62502,18961
2016-17,2016,Kharif,Ballari,North,high,86431,450564,5213,80,809,26.6,68,7.01,0.77,171.5,14.1,194.4,134,74,75,1262,High,High,6,Intan,Transplanting,Drip,Manual,120,40,No,47417,1826,95189,47772
2016-17,2016,Rabi,Ballari,North,high,44600,174609,3915,80,238,23.2,63,7.03,0.5,199.4,11.8,236.4,199,84,39,962,Medium,Low,2,Jyothi,Transplanting,Drip,Manual,95,20,No,54294,2301,90084,35790
2016-17,2016,Kharif,Belagavi,North,medium-low,21589,58290,2700,58,1117,27.7,69,6.83,0.6,284.5,13.4,242.0,149,73,52,1888,High,High,6,MTU-1010,Direct Seeding,Drip,Mixed,96,23,Yes,51828,1959,52893,1065
2016-17,2016,Rabi,Belagavi,North,medium-low,23433,50896,2172,58,293,27.7,68,6.08,0.66,296.2,24.2,137.4,177,103,75,1437,Low,Medium,4,MTU-1010,Direct Seeding,Sprinkler,Herbicide,115,28,Yes,45000,2450,53214,8214
2016-17,2016,Kharif,Bengaluru Rural,South,medium,51337,134554,2621,63,712,26.1,70,7.27,0.62,161.5,14.8,114.0,173,57,35,1085,High,Medium,2,Jyothi,SRI,Sprinkler,Mixed,97,30,No,51875,2493,65341,13466
2016-17,2016,Rabi,Bengaluru Rural,South,medium,28276,77136,2728,63,163,26.1,79,6.29,0.72,151.1,18.5,180.1,144,81,77,1854,High,High,6,BPT-5204,SRI,Drip,Manual,147,22,Yes,37461,2175,59334,21873
2016-17,2016,Kharif,Bidar,North,medium-low,50614,114590,2264,54,761,31.5,73,6.74,0.39,295.5,16.8,201.9,169,65,48,1112,Medium,Medium,4,JGL-1798,Transplanting,Sprinkler,Mixed,130,21,No,51892,1836,41567,-10324
2016-17,2016,Rabi,Bidar,North,medium-low,19346,49506,2559,54,349,22.6,60,6.92,0.46,203.1,10.1,233.5,123,101,52,518,Low,Medium,5,JGL-1798,Transplanting,Sprinkler,Mixed,99,28,Yes,50971,1807,46241,-4729
2016-17,2016,Kharif,Chamarajanagar,South,medium,23933,73115,3055,60,656,24.3,72,6.56,0.48,283.8,20.7,140.4,156,106,40,786,Medium,High,5,BPT-5204,Direct Seeding,Sprinkler,Manual,94,21,No,36319,1936,59144,22825
2016-17,2016,Rabi,Chamarajanagar,South,medium,17907,45054,2516,60,269,31.0,65,7.0,0.77,294.0,29.7,117.8,162,120,61,1896,High,Low,4,MTU-1010,Direct Seeding,Sprinkler,Mixed,129,19,Yes,38534,1821,45816,7282
2016-17,2016,Kharif,Chikkaballapura,South,medium,22781,57932,2543,59,912,22.1,81,6.35,0.64,201.3,29.5,210.6,155,111,48,1077,Medium,Low,5,JGL-1798,SRI,Flood Irrigation,Mixed,145,20,Yes,44212,1917,48749,4537
2016-17,2016,Rabi,Chikkaballapura,South,medium,27774,66379,2390,59,226,28.7,73,6.3,0.65,271.5,24.0,175.4,123,74,67,1788,High,Low,3,BPT-5204,Transplanting,Drip,Manual,115,21,Yes,48969,1818,43450,-5518
2016-17,2016,Kharif,Chikkamagaluru,South,medium,41915,126415,3016,65,452,25.8,76,6.46,0.62,184.7,16.7,171.9,165,104,71,605,Medium,Low,4,IR-64,Direct Seeding,Drip,Mixed,133,22,No,36558,1986,59897,23339
2016-17,2016,Rabi,Chikkamagaluru,South,medium,10476,26881,2566,65,264,24.1,75,6.42,0.6,214.6,15.0,173.7,142,88,37,698,High,Low,6,MTU-1010,Transplanting,Drip,Herbicide,126,38,No,42807,2465,63251,20444
2016-17,2016,Kharif,Chitradurga,Central,medium-low,28628,72028,2516,58,793,22.9,63,6.2,0.67,168.1,21.7,236.8,183,74,42,1943,Medium,Low,2,Intan,SRI,Drip,Herbicide,140,39,Yes,52483,1957,49238,-3244
2016-17,2016,Rabi,Chitradurga,Central,medium-low,10537,23465,2227,58,314,27.5,68,7.34,0.68,276.9,21.2,152.1,146,107,70,1969,Low,Medium,2,Jyothi,Direct Seeding,Sprinkler,Mixed,82,20,No,39224,2096,46677,7453
2016-17,2016,Kharif,Dakshina Kannada,Coastal,medium-low,19633,57328,2920,55,462,29.9,82,6.29,0.71,224.3,20.6,177.0,109,71,58,1543,Medium,High,5,Jyothi,SRI,Drip,Manual,103,15,Yes,53739,2023,59071,5332
2016-17,2016,Rabi,Dakshina Kannada,Coastal,medium-low,22058,54659,2478,55,362,26.6,82,7.08,0.43,277.9,15.9,140.3,115,71,44,593,High,Low,4,BPT-5204,SRI,Flood Irrigation,Herbicide,97,23,Yes,43159,2015,49931,6772
2016-17,2016,Kharif,Davanagere,Central,high,77443,313102,4043,78,1064,25.5,79,7.46,0.46,292.0,27.7,139.6,117,102,69,1103,Medium,Low,2,MTU-1010,Direct Seeding,Flood Irrigation,Mixed,115,20,No,35512,2350,95010,59498
2016-17,2016,Rabi,Davanagere,Central,high,46856,220691,4710,78,398,23.1,83,7.03,0.77,188.6,22.5,190.7,126,106,44,1164,Medium,Low,6,Rasi,Direct Seeding,Flood Irrigation,Herbicide,109,38,No,47079,1951,91892,44813
2016-17,2016,Kharif,Dharwad,North,medium,53063,166670,3141,67,907,23.8,65,7.22,0.39,235.4,28.9,127.1,136,52,49,833,Low,Medium,6,JGL-1798,Transplanting,Flood Irrigation,Manual,134,22,No,48189,1902,59741,11552
2016-17,2016,Rabi,Dharwad,North,medium,24836,71800,2891,67,106,28.0,72,6.58,0.36,152.0,26.6,240.2,116,81,79,671,Medium,Low,6,BPT-5204,Transplanting,Flood Irrigation,Mixed,123,37,Yes,41629,1942,56143,14514
2016-17,2016,Kharif,Gadag,North,medium,36606,122300,3341,60,854,30.2,69,6.5,0.38,158.4,23.8,194.1,115,52,32,710,High,Medium,2,Intan,Direct Seeding,Flood Irrigation,Manual,108,15,Yes,48996,2194,73301,24305
2016-17,2016,Rabi,Gadag,North,medium,12714,34353,2702,60,246,24.3,81,6.58,0.74,273.4,12.2,125.4,114,78,36,1077,Medium,Low,6,IR-64,Transplanting,Drip,Manual,85,34,Yes,40834,2238,60470,19636
2016-17,2016,Kharif,Hassan,South,medium,38559,125201,3247,68,585,28.8,64,7.34,0.64,243.7,15.7,231.3,134,113,72,1255,Medium,High,2,MTU-1010,Transplanting,Flood Irrigation,Mixed,98,25,Yes,47799,2257,73284,25485
2016-17,2016,Rabi,Hassan,South,medium,24773,83286,3362,68,344,30.1,63,6.87,0.78,191.8,11.8,249.2,123,99,52,1153,Medium,Medium,5,Rasi,Direct Seeding,Sprinkler,Mixed,122,19,Yes,47556,2228,74905,27349
2016-17,2016,Kharif,Haveri,North,medium,39296,125629,3197,62,946,26.9,77,7.23,0.49,237.1,18.4,186.7,188,78,74,678,Low,Medium,2,JGL-1798,Transplanting,Drip,Mixed,140,19,Yes,36952,2157,68959,32007
2016-17,2016,Rabi,Haveri,North,medium,17199,55002,3198,62,171,24.9,64,7.25,0.58,289.7,18.4,131.6,128,57,77,782,Low,High,3,Jyothi,SRI,Flood Irrigation,Mixed,134,26,Yes,38473,2478,79246,40773
2016-17,2016,Kharif,Kalaburagi,North,medium-low,40556,93968,2317,57,1008,30.7,60,6.22,0.37,186.8,10.2,224.7,153,69,78,873,Medium,High,3,Rasi,SRI,Sprinkler,Herbicide,140,28,No,49548,2460,56998,7450
2016-17,2016,Rabi,Kalaburagi,North,medium-low,24224,49998,2064,57,156,23.6,80,6.05,0.68,225.5,10.2,224.9,187,108,65,1956,Medium,High,6,IR-64,SRI,Flood Irrigation,Herbicide,100,23,Yes,52088,2186,45119,-6968
2016-17,2016,Kharif,Kodagu,South,low,22743,54787,2409,48,810,28.2,67,6.59,0.71,296.4,22.1,111.6,188,109,60,1141,High,High,5,MTU-1010,Direct Seeding,Flood Irrigation,Manual,127,35,No,41380,2076,50010,8630
2016-17,2016,Rabi,Kodagu,South,low,11895,21625,1818,48,285,28.0,70,6.04,0.44,231.2,11.3,189.6,196,89,42,1629,Low,High,2,JGL-1798,Direct Seeding,Flood Irrigation,Mixed,85,33,No,36496,1849,33614,-2881
2016-17,2016,Kharif,Kolar,South,medium,30136,77479,2571,61,716,22.1,71,7.13,0.78,225.0,16.3,158.6,145,66,74,1881,Low,Medium,5,Rasi,SRI,Flood Irrigation,Mixed,99,15,No,50628,2400,61704,11076
2016-17,2016,Rabi,Kolar,South,medium,27871,81216,2914,61,248,23.6,81,6.69,0.74,164.0,24.4,232.7,187,68,79,1971,Low,High,6,Rasi,SRI,Sprinkler,Mixed,123,29,Yes,46109,2097,61106,14997
2016-17,2016,Kharif,Koppal,North,high,63841,323673,5070,85,841,22.4,82,7.16,0.49,181.3,22.2,111.2,119,113,36,530,Low,Medium,6,MTU-1010,Transplanting,Drip,Manual,138,25,Yes,44686,1965,99625,54939
2016-17,2016,Rabi,Koppal,North,high,22099,91732,4151,85,286,25.5,62,6.27,0.69,188.7,19.5,138.4,156,67,37,1664,Medium,Low,4,MTU-1010,Direct Seeding,Drip,Herbicide,96,29,No,51792,2439,101242,49450
2016-17,2016,Kharif,Mandya,South,high,60200,292873,4865,90,1098,26.1,74,6.39,0.74,252.4,22.4,196.6,194,81,74,1648,Low,Low,2,IR-64,Direct Seeding,Flood Irrigation,Mixed,131,17,Yes,47721,2273,110581,62860
2016-17,2016,Rabi,Mandya,South,high,47354,191073,4035,90,338,26.7,77,7.35,0.53,162.9,24.6,237.6,150,105,42,1322,Medium,Low,4,IR-64,SRI,Drip,Manual,140,18,No,49895,1839,74203,24308
2016-17,2016,Kharif,Mysuru,South,medium,39130,123455,3155,70,881,23.5,66,6.48,0.32,240.2,17.6,240.5,146,105,60,937,Low,Low,2,MTU-1010,SRI,Drip,Herbicide,112,35,Yes,37739,1945,61364,23625
2016-17,2016,Rabi,Mysuru,South,medium,11072,32928,2974,70,141,25.0,82,6.68,0.51,182.1,27.9,127.6,106,61,57,1200,Medium,Low,3,IR-64,Direct Seeding,Drip,Herbicide,148,37,Yes,49312,2163,64327,15015
2016-17,2016,Kharif,Raichur,North,high,89796,436947,4866,82,410,27.6,79,6.3,0.66,236.8,12.9,199.6,193,90,30,808,Medium,Low,5,MTU-1010,Direct Seeding,Flood Irrigation,Mixed,132,23,Yes,49763,1928,93816,44053
